subject_code,subject_name,term,day,period,instructors,class_id,status,note(特筆事項)
COM401c,情報領域演習第三,後学期,火,4,小泉　直也,,unresolved,時間割画像の火4限枠で担当教員「小泉　直也」の表記を確認できず、自動判定不可(要個別確認)
COM401c,情報領域演習第三,後学期,木,4,赤池　英夫,,unresolved,時間割画像の木4限枠で担当教員「赤池　英夫」の表記を確認できず、自動判定不可(要個別確認)
COM401c,情報領域演習第三,後学期,木,4,三重野　琢也,,unresolved,時間割画像の木4限枠で担当教員「三重野　琢也」の表記を確認できず、自動判定不可(要個別確認)
COM401d,情報領域演習第三,後学期,火,4,小泉　直也,,unresolved,時間割画像の火4限枠で担当教員「小泉　直也」の表記を確認できず、自動判定不可(要個別確認)
COM401d,情報領域演習第三,後学期,木,4,赤池　英夫,,unresolved,時間割画像の木4限枠で担当教員「赤池　英夫」の表記を確認できず、自動判定不可(要個別確認)
COM401d,情報領域演習第三,後学期,木,4,三重野　琢也,,unresolved,時間割画像の木4限枠で担当教員「三重野　琢也」の表記を確認できず、自動判定不可(要個別確認)
COM401e,情報領域演習第三,後学期,火,4,小泉　直也,,unresolved,時間割画像の火4限枠で担当教員「小泉　直也」の表記を確認できず、自動判定不可(要個別確認)
COM401e,情報領域演習第三,後学期,木,4,赤池　英夫,,unresolved,時間割画像の木4限枠で担当教員「赤池　英夫」の表記を確認できず、自動判定不可(要個別確認)
COM401e,情報領域演習第三,後学期,木,4,三重野　琢也,,unresolved,時間割画像の木4限枠で担当教員「三重野　琢也」の表記を確認できず、自動判定不可(要個別確認)
COM401f,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401f,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401f,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401f,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401f,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,5,小川　朋宏,,unresolved,時間割画像の金5限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401f,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,6,小川　朋宏,,unresolved,時間割画像の金6限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401g,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401g,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401g,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401g,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401g,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,5,小川　朋宏,,unresolved,時間割画像の金5限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401g,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,6,小川　朋宏,,unresolved,時間割画像の金6限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401h,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401h,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401h,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401h,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401h,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,5,小川　朋宏,,unresolved,時間割画像の金5限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401h,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,6,小川　朋宏,,unresolved,時間割画像の金6限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401i,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401i,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401i,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401i,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401i,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,5,小川　朋宏,,unresolved,時間割画像の金5限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401i,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,6,小川　朋宏,,unresolved,時間割画像の金6限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401j,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401j,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,李　陽,"セキュリティ情報学プログラム,情報通信工学プログラム",filled,
COM401j,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,1,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401j,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,2,WANG YUNTAO,,unresolved,同一科目・同一時限に複数の担当チームが存在し、時間割画像のカタカナ表記等からどのチームか一意に特定できない(担当教員: WANG YUNTAO)
COM401j,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,5,小川　朋宏,,unresolved,時間割画像の金5限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401j,アルゴリズムとデータ構造およびプログラミング演習,後学期,金,6,小川　朋宏,,unresolved,時間割画像の金6限枠で担当教員「小川　朋宏」の表記を確認できず、自動判定不可(要個別確認)
COM401k,プログラミング演習,後学期,木,2,結城　宏信,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401k,プログラミング演習,後学期,木,2,山鹿　汐音,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401m,プログラミング演習,後学期,木,2,結城　宏信,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401m,プログラミング演習,後学期,木,2,山鹿　汐音,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401n,プログラミング演習,後学期,木,2,結城　宏信,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401n,プログラミング演習,後学期,木,2,山鹿　汐音,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401p,プログラミング演習,後学期,木,2,結城　宏信,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401p,プログラミング演習,後学期,木,2,山鹿　汐音,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
COM401r,プログラミング演習,後学期,木,2,結城　宏信,,unresolved,木2限の同じクラス/プログラムに別科目「計算機工学」も一致してしまい、どちらか(または両方)の判定が誤っている可能性があるため自動採用せず要確認
